Player,TOV%,USG%,DBPM,BPM,Pos,3PA,2P%,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
Hakeem Olajuwon*,11.0,21.9,1.5,2.8,C,0.0,0.499,0.621,7.4,1.2,1.2,1.5,1.4,2.4,11.9
Michael Olowokandi,17.9,20.5,-0.8,-5.5,C,0.0,0.435,0.545,6.4,0.6,0.4,1.3,2.1,3.0,8.5
Greg Ostertag,15.3,12.7,1.0,-0.8,C,0.0,0.495,0.556,5.1,0.3,0.3,1.8,0.8,2.7,4.5
Bo Outlaw,23.2,10.6,2.6,3.1,PF,0.0,0.615,0.573,7.7,2.8,1.3,1.7,1.8,3.0,7.3
Robert Pack,21.7,22.0,-0.8,-1.6,PG,0.4,0.428,0.766,1.9,4.0,0.9,0.0,1.8,1.5,6.5
Milt Palacio,20.6,15.4,-0.5,-2.4,PG,0.6,0.494,0.848,1.8,2.6,0.8,0.0,1.4,1.4,5.9
Cherokee Parks,12.3,14.6,0.3,-1.4,C,0.1,0.5,0.705,3.5,0.7,0.4,0.6,0.6,1.9,4.6
Ruben Patterson,14.6,23.3,-0.1,1.9,SF,0.5,0.516,0.681,5.0,2.1,1.4,0.6,2.0,2.3,13.0
Gary Payton*,10.7,27.2,-0.7,4.0,PG,3.4,0.472,0.766,4.6,8.1,1.6,0.3,2.6,2.3,23.1
Anthony Peeler,12.0,18.6,-0.3,-0.6,SG,3.4,0.437,0.862,2.6,2.6,1.2,0.2,1.4,2.2,10.5
Morris Peterson,9.6,20.1,-0.8,-0.7,SG,2.1,0.447,0.717,3.2,1.3,0.8,0.3,1.0,2.1,9.3
Eric Piatkowski,9.2,17.8,-0.8,0.7,SG,3.7,0.456,0.873,3.0,1.2,0.6,0.2,0.9,1.5,10.6
Paul Pierce*,12.5,30.6,-0.1,4.4,SF,4.7,0.478,0.745,6.4,3.1,1.7,0.8,3.2,3.1,25.3
Scottie Pippen*,18.8,17.9,1.2,2.2,SF,2.9,0.5,0.739,5.2,4.6,1.5,0.5,2.4,2.5,11.3
Scot Pollard,12.3,14.3,0.9,-0.3,C,0.0,0.471,0.749,6.0,0.6,0.6,1.3,0.9,2.7,6.5
Olden Polynice,15.0,14.8,-0.7,-3.9,C,0.0,0.498,0.262,4.7,0.4,0.3,1.0,1.0,3.0,5.3
Chris Porter,10.4,20.8,-1.8,-4.5,SF,0.1,0.393,0.667,3.7,1.2,0.9,0.1,1.2,2.2,8.6
Terry Porter,17.5,16.7,1.0,2.6,PG,2.6,0.468,0.793,2.5,3.1,0.7,0.1,1.3,1.1,7.2
James Posey,13.5,14.9,0.6,-0.4,SF,2.6,0.477,0.816,5.3,2.0,1.1,0.5,1.2,2.8,8.1
Vitaly Potapenko,15.1,16.6,-1.6,-3.6,C,0.0,0.476,0.728,6.0,0.8,0.6,0.3,1.3,2.8,7.5
Theo Ratliff,18.6,17.0,2.7,1.6,C,0.0,0.499,0.76,8.3,1.2,0.6,3.7,2.5,3.3,12.4
Bryant Reeves,12.8,17.6,-0.2,-2.8,C,0.1,0.462,0.796,6.0,1.1,0.6,0.7,1.2,3.2,8.3
Glen Rice,10.3,20.5,0.1,0.5,SF,2.8,0.46,0.852,4.1,1.2,0.5,0.2,1.3,2.4,12.0
Quentin Richardson,9.7,22.4,-1.1,0.8,SG,2.0,0.487,0.627,3.4,0.8,0.6,0.1,0.8,1.3,8.1
Mitch Richmond*,12.8,24.1,-1.2,-0.3,SG,3.6,0.431,0.894,2.9,3.0,1.2,0.2,2.3,2.3,16.2
Isaiah Rider,16.2,22.5,-2.0,-3.4,SG,1.4,0.439,0.855,2.3,1.7,0.4,0.1,1.5,1.6,7.6
Clifford Robinson,12.2,24.8,0.4,0.9,PF,3.0,0.439,0.709,4.1,2.9,1.1,1.0,2.3,3.1,16.4
David Robinson*,10.6,22.8,2.7,5.2,C,0.0,0.487,0.747,8.6,1.5,1.0,2.5,1.5,2.7,14.4
Eddie Robinson,8.8,18.8,1.2,2.6,SF,0.1,0.531,0.727,3.0,0.9,0.7,0.5,0.6,1.0,7.4
Glenn Robinson,12.1,29.2,-1.0,1.3,SF,2.4,0.493,0.82,6.9,3.3,1.1,0.8,2.9,2.5,22.0
Rodney Rogers,13.8,23.3,1.3,0.6,SF,2.3,0.467,0.761,4.4,2.2,1.2,0.6,1.9,3.3,12.2
Sean Rooks,13.7,15.8,0.7,-1.7,C,0.0,0.427,0.748,3.7,0.9,0.4,0.8,0.9,2.4,5.4
Jalen Rose,13.2,25.5,-0.4,1.8,SF,2.4,0.476,0.828,5.0,6.0,0.9,0.6,2.9,3.2,20.5
Malik Rose,14.4,19.8,2.2,0.4,PF,0.3,0.447,0.713,5.4,0.8,1.0,0.7,1.3,2.6,7.7
Bryon Russell,12.0,17.5,0.2,1.3,SF,2.9,0.453,0.779,4.2,2.1,1.2,0.3,1.4,2.9,12.0
Arvydas Sabonis*,12.7,24.0,1.4,1.2,C,0.2,0.491,0.776,5.4,1.5,0.7,1.0,1.4,2.2,10.1
Brian Shaw,18.1,13.1,0.2,-0.9,SG,1.7,0.442,0.797,3.8,3.2,0.6,0.3,1.2,2.0,5.3
Joe Smith,9.0,21.9,-0.2,-1.9,PF,0.1,0.405,0.805,7.1,1.1,0.7,0.7,1.3,3.7,12.3
Michael Smith,17.8,9.6,0.2,0.2,PF,0.0,0.488,0.578,7.1,1.3,0.7,0.5,0.8,2.0,3.8
Steve Smith,12.7,19.7,-0.9,0.6,SG,2.8,0.504,0.89,3.4,2.6,0.6,0.3,1.7,2.5,13.6
Eric Snow,19.8,16.3,0.9,0.3,PG,0.4,0.425,0.792,3.3,7.4,1.5,0.1,2.5,2.5,9.8
Latrell Sprewell,13.7,25.8,0.8,0.7,SF,1.8,0.446,0.783,4.5,3.5,1.4,0.4,2.8,2.1,17.7
Jerry Stackhouse,12.5,35.2,-0.7,5.1,SG,5.9,0.418,0.822,3.9,5.1,1.2,0.7,4.1,2.0,29.8
John Starks,11.3,18.0,-0.4,-2.5,SG,2.4,0.415,0.802,2.1,2.4,1.0,0.1,1.3,2.9,9.3
Bryant Stith,11.4,14.4,-0.2,-1.1,SG,3.1,0.417,0.845,3.6,2.2,1.2,0.2,1.2,2.3,9.7
John Stockton*,20.8,18.8,1.2,6.7,PG,1.6,0.514,0.817,2.8,8.7,1.6,0.3,2.5,2.4,11.5
Peja Stojaković,9.9,22.4,-0.3,2.5,SF,4.8,0.501,0.856,5.8,2.2,1.2,0.2,1.9,1.9,20.4
Damon Stoudamire,15.7,21.3,-0.1,1.0,PG,2.7,0.453,0.831,3.7,5.7,1.3,0.1,2.3,2.5,13.0
Rod Strickland,17.5,20.1,-0.9,0.6,PG,0.3,0.432,0.751,2.6,5.6,1.0,0.1,2.0,1.4,9.2
Bob Sura,21.0,19.1,-1.3,-3.3,SG,3.2,0.448,0.714,4.3,4.6,1.0,0.2,3.0,2.4,11.1
Stromile Swift,13.8,16.2,0.9,-2.0,PF,0.1,0.457,0.603,3.6,0.4,0.8,1.0,0.8,2.0,4.9
Wally Szczerbiak,12.0,18.2,-0.8,0.4,SF,0.9,0.526,0.87,5.5,3.2,0.7,0.4,1.7,2.8,14.0
Maurice Taylor,12.6,23.2,-1.0,-1.9,SF,0.1,0.492,0.735,5.5,1.5,0.4,0.6,1.8,3.0,13.0
Jason Terry,13.6,25.5,-1.0,1.3,SG,3.8,0.448,0.846,3.3,4.9,1.3,0.1,2.9,2.5,19.7
Kenny Thomas,18.2,16.1,-0.3,-2.3,PF,1.2,0.485,0.722,5.6,1.0,0.5,0.6,1.6,2.4,7.1
Kurt Thomas,12.3,18.5,1.4,1.2,PF,0.0,0.512,0.814,6.7,0.8,0.8,0.9,1.3,3.7,10.4
Tim Thomas,11.6,21.3,-0.3,1.5,PF,3.4,0.44,0.771,4.1,1.8,1.0,0.6,1.5,2.6,12.6
Robert Traylor,20.2,18.0,1.1,-1.6,C,0.0,0.5,0.567,4.3,0.9,0.7,1.1,1.4,2.9,5.7
Hedo Türkoğlu,12.5,15.6,1.1,-0.9,SF,1.2,0.442,0.777,2.8,0.9,0.7,0.3,0.7,1.9,5.3
Nick Van Exel,11.9,23.0,-2.0,1.9,PG,5.0,0.431,0.819,3.4,8.5,0.9,0.3,2.3,1.5,17.7
Keith Van Horn,11.5,23.4,-1.9,-1.1,SF,3.5,0.452,0.806,7.1,1.7,0.8,0.4,2.1,3.1,17.0
Jacque Vaughn,21.7,16.9,-0.7,-1.0,PG,1.0,0.444,0.78,1.8,3.9,0.6,0.0,1.6,1.8,6.1
Antoine Walker,13.8,29.1,-0.5,3.0,PF,7.4,0.439,0.716,8.9,5.5,1.7,0.6,3.7,3.1,23.4
Ben Wallace*,17.7,10.4,2.5,1.9,C,0.1,0.492,0.336,13.2,1.5,1.3,2.3,1.5,2.4,6.4
Rasheed Wallace,10.7,23.4,1.1,4.4,PF,2.1,0.53,0.766,7.8,2.8,1.2,1.8,2.1,2.7,19.2
Charlie Ward,21.7,16.9,1.5,2.1,PG,2.9,0.444,0.8,2.6,4.5,1.1,0.2,1.8,2.2,7.1
Clarence Weatherspoon,12.0,15.2,0.2,1.4,PF,0.0,0.501,0.79,9.7,1.3,1.0,1.3,1.4,2.1,11.3
Chris Webber*,9.6,31.6,1.4,5.5,PF,0.4,0.488,0.703,11.1,4.2,1.3,1.7,2.8,3.2,27.1
Bonzi Wells,16.9,23.3,0.7,2.3,SF,0.7,0.547,0.663,4.9,2.8,1.3,0.3,2.3,2.7,12.7
David Wesley,11.0,23.1,0.0,0.4,SG,3.1,0.434,0.799,2.7,4.4,1.6,0.2,2.1,2.7,17.2
Jahidi White,20.0,18.9,-0.9,-3.3,C,0.0,0.499,0.567,7.7,0.3,0.5,1.6,2.0,3.1,8.6
Chris Whitney,16.5,18.1,-1.5,-1.1,PG,4.2,0.401,0.894,1.8,4.2,0.9,0.1,1.7,2.5,9.5
Aaron Williams,14.4,17.8,-0.3,-1.6,PF,0.0,0.458,0.787,7.2,1.1,0.7,1.4,1.6,3.9,10.2
Alvin Williams,11.0,17.4,0.9,0.8,SG,1.3,0.451,0.752,2.6,5.0,1.5,0.3,1.3,2.1,9.8
Eric Williams,12.1,16.3,-0.6,-2.9,SF,1.7,0.375,0.714,2.6,1.4,0.8,0.2,0.9,2.2,6.6
Jason Williams,18.1,17.0,-0.2,-0.6,PG,4.0,0.483,0.789,2.4,5.4,1.2,0.1,2.1,1.5,9.4
Jerome Williams,15.1,15.4,0.5,-0.2,PF,0.1,0.467,0.741,6.5,0.8,1.0,0.3,1.1,2.1,6.3
Monty Williams,16.7,18.5,-0.9,-3.6,SF,0.2,0.459,0.639,3.0,1.0,0.4,0.2,1.0,1.7,5.0
Scott Williams,9.5,15.4,-0.2,-1.9,C,0.1,0.476,0.857,5.5,0.5,0.7,0.5,0.6,2.7,6.1
Shammond Williams,16.7,17.9,-1.2,0.8,PG,1.9,0.426,0.875,1.9,2.8,0.4,0.1,1.2,1.2,6.8
Walt Williams,11.4,18.7,-0.4,-0.1,SF,3.4,0.392,0.77,3.4,1.3,0.4,0.4,1.0,2.1,8.3
Corliss Williamson,12.8,22.5,-0.3,-1.1,SF,0.0,0.504,0.637,4.7,0.9,0.7,0.3,1.6,2.7,11.6
Kevin Willis,10.3,20.5,-1.0,-2.8,C,0.1,0.443,0.769,6.8,0.6,0.7,0.7,1.1,2.8,9.3
Metta World Peace,14.5,21.6,0.5,-1.3,SF,1.9,0.426,0.75,3.9,3.0,2.0,0.6,2.1,3.3,11.9
Lorenzen Wright,12.1,23.2,-0.8,-1.8,C,0.0,0.449,0.718,7.5,1.2,0.6,0.9,1.8,3.3,12.4
Shareef Abdur-Rahim,14.1,27.0,-0.2,1.7,PF,0.9,0.47,0.801,9.0,3.1,1.3,1.1,3.2,2.8,21.2
Courtney Alexander,10.2,20.4,-1.3,-2.2,SG,0.3,0.478,0.81,2.6,1.5,0.6,0.1,1.1,2.0,9.8
Ray Allen*,11.2,26.2,-1.1,4.9,SG,7.7,0.485,0.873,4.5,3.9,1.3,0.3,2.3,2.3,21.8
Derek Anderson,11.0,19.4,0.2,1.6,SG,3.3,0.422,0.856,2.7,3.1,1.0,0.1,1.2,1.6,10.8
Kenny Anderson,13.3,16.7,1.9,-0.4,PG,0.4,0.444,0.742,3.6,5.3,1.9,0.1,1.6,2.8,9.6
Shandon Anderson,18.8,15.1,0.3,-2.8,SG,1.7,0.474,0.692,3.0,0.9,0.6,0.2,1.2,1.6,5.0
Greg Anthony,15.4,18.6,-0.4,-1.9,PG,2.7,0.433,0.659,2.2,4.7,1.3,0.1,1.6,1.9,7.9
Gilbert Arenas,17.6,20.1,0.0,1.0,PG,2.4,0.498,0.775,2.8,3.7,1.5,0.2,2.1,2.4,10.9
Darrell Armstrong,16.0,17.9,0.8,2.4,PG,4.9,0.484,0.888,3.9,5.5,1.9,0.1,2.1,2.0,12.4
Chucky Atkins,13.2,20.0,-0.6,0.2,PG,4.3,0.507,0.692,2.0,3.3,0.9,0.1,1.6,2.2,12.1
Stacey Augmon,12.7,14.8,1.2,-1.0,SG,0.0,0.431,0.762,2.9,1.3,0.7,0.2,0.7,1.5,4.6
Vin Baker,14.5,23.8,-2.3,-3.7,C,0.1,0.49,0.633,6.4,1.3,0.4,0.7,2.3,3.6,14.1
Brent Barry,15.6,16.2,1.6,5.5,SG,4.8,0.588,0.846,5.4,5.3,1.8,0.5,2.0,2.2,14.4
Jon Barry,16.2,16.2,1.3,3.9,SG,3.1,0.508,0.931,2.9,3.3,1.1,0.2,1.4,1.6,9.0
Tony Battie,10.2,12.5,0.8,-0.7,C,0.0,0.544,0.677,6.5,0.5,0.8,0.9,0.7,3.0,6.9
Shane Battier,12.5,18.2,0.3,0.5,SF,3.5,0.451,0.7,5.4,2.8,1.6,1.0,2.0,2.8,14.4
Jonathan Bender,15.1,17.5,-0.7,-2.2,SF,1.6,0.457,0.773,3.1,0.8,0.2,0.6,1.2,1.9,7.4
Travis Best,14.8,17.5,0.3,-0.8,PG,0.8,0.451,0.897,2.0,4.4,1.2,0.1,1.3,2.3,7.9
Mike Bibby,11.1,19.7,0.0,0.4,PG,1.7,0.466,0.803,2.8,5.0,1.1,0.2,1.7,1.7,13.7
Chauncey Billups,13.0,20.4,-0.6,2.5,PG,3.8,0.441,0.885,2.8,5.5,0.8,0.2,1.7,2.1,12.5
Corie Blount,16.1,10.4,0.9,-1.9,PF,0.0,0.46,0.644,5.1,0.6,0.7,0.4,0.7,2.4,3.6
Bruce Bowen,13.0,13.9,1.2,-1.3,SF,2.5,0.396,0.479,2.7,1.5,1.1,0.4,1.1,2.0,7.0
Ryan Bowen,10.6,10.3,0.9,-1.1,SF,0.2,0.495,0.75,4.0,0.7,1.0,0.5,0.5,2.3,4.9
Elton Brand,12.2,21.1,0.4,4.3,PF,0.0,0.527,0.742,11.6,2.4,1.0,2.0,2.2,3.2,18.2
P.J. Brown,12.2,12.4,0.2,0.3,C,0.0,0.474,0.858,9.8,1.3,0.7,1.0,1.1,2.8,8.4
Kobe Bryant*,10.7,30.4,0.3,4.6,SG,1.7,0.489,0.829,5.5,5.5,1.5,0.4,2.8,2.9,25.2
Rodney Buford,9.1,17.8,-1.1,-4.2,SG,1.1,0.461,0.725,4.3,1.1,0.7,0.2,1.0,1.7,9.4
Marcus Camby,11.2,17.4,1.3,0.4,C,0.0,0.45,0.626,11.1,1.1,1.2,1.7,1.4,3.7,11.1
Elden Campbell,12.5,23.3,1.5,1.9,PF,0.0,0.485,0.797,6.9,1.3,0.8,1.8,1.8,3.4,13.9
Anthony Carter,20.7,15.8,1.2,-3.1,PG,0.4,0.365,0.528,2.5,4.7,1.1,0.1,1.6,1.8,4.3
Vince Carter,9.6,30.5,-0.3,4.4,SG,5.2,0.441,0.798,5.2,4.0,1.6,0.7,2.6,3.2,24.7
Sam Cassell,11.7,27.3,-1.1,2.4,PG,2.8,0.486,0.86,4.2,6.7,1.2,0.2,2.4,2.8,19.7
Kelvin Cato,11.4,11.2,0.2,-0.7,C,0.0,0.585,0.582,7.0,0.4,0.5,1.3,0.7,2.8,6.6
Tyson Chandler,19.8,16.6,-0.2,-3.5,C,0.0,0.497,0.604,4.8,0.8,0.4,1.3,1.4,2.5,6.1
Calbert Cheaney,12.4,15.5,-0.8,-3.5,SG,0.1,0.485,0.687,3.5,1.6,0.5,0.3,1.0,2.3,7.3
Chris Childs,27.3,13.0,-0.3,-4.2,PG,1.7,0.364,0.817,2.2,5.1,0.8,0.1,1.8,2.6,4.1
Doug Christie,16.3,15.6,2.2,2.4,SG,3.2,0.518,0.851,4.6,4.2,2.0,0.3,2.0,2.6,12.0
Keon Clark,13.8,21.2,0.6,-0.7,C,0.1,0.494,0.674,7.4,1.1,0.7,1.5,1.7,3.2,11.3
Speedy Claxton,15.7,18.2,2.1,-0.4,PG,0.5,0.422,0.838,2.4,3.0,1.4,0.1,1.4,2.2,7.2
Derrick Coleman,12.5,21.0,0.1,0.9,PF,1.4,0.465,0.815,8.8,1.7,0.7,0.9,2.1,2.7,15.1
Jarron Collins,11.7,15.0,-1.2,-3.3,C,0.0,0.462,0.74,4.2,0.8,0.4,0.3,0.8,3.3,6.4
Jason Collins,17.1,13.5,0.6,-2.1,C,0.0,0.42,0.701,3.9,1.1,0.4,0.6,0.9,2.2,4.5
Austin Croshere,11.9,19.9,-0.4,0.1,PF,1.9,0.449,0.851,3.9,1.0,0.3,0.4,0.9,1.4,6.8
Eddy Curry,13.4,20.7,-1.9,-4.4,C,0.0,0.501,0.656,3.8,0.3,0.2,0.7,1.0,2.4,6.7
Michael Curry,16.0,9.3,0.6,-4.0,SG,0.3,0.472,0.791,2.0,1.5,0.6,0.1,0.7,2.5,4.0
Erick Dampier,21.4,17.6,0.4,-3.5,C,0.0,0.435,0.645,5.3,1.2,0.2,2.3,2.1,3.2,7.6
Antonio Daniels,9.0,16.6,0.2,0.4,SG,2.4,0.51,0.752,2.1,2.8,0.6,0.1,0.9,1.3,9.2
Antonio Davis,12.4,19.6,-0.4,-0.9,PF,0.0,0.426,0.818,9.6,2.0,0.7,1.1,2.1,2.9,14.5
Baron Davis,14.2,23.9,0.4,3.8,PG,5.8,0.451,0.58,4.3,8.5,2.1,0.6,3.0,2.9,18.1
Dale Davis,8.4,13.7,0.1,1.1,C,0.0,0.51,0.708,8.8,1.2,0.8,1.1,0.8,2.5,9.5
Hubert Davis,11.6,14.2,-0.5,-0.8,SG,2.5,0.445,0.762,1.5,2.1,0.5,0.1,0.9,1.1,7.2
Ricky Davis,14.3,24.4,-1.1,-1.0,SF,0.4,0.489,0.79,3.0,2.2,0.8,0.3,1.8,1.8,11.7
Tony Delk,8.6,21.5,-0.2,0.0,SG,3.4,0.425,0.804,3.2,2.1,0.8,0.2,0.9,1.6,9.5
Vlade Divac*,15.4,18.4,2.1,2.8,C,0.2,0.477,0.615,8.4,3.7,1.0,1.2,2.0,2.9,11.1
Predrag Drobnjak,10.3,19.7,-1.5,-3.4,C,0.0,0.464,0.753,3.4,0.8,0.3,0.5,0.8,1.7,6.8
Tim Duncan*,12.7,29.0,2.2,7.6,PF,0.1,0.511,0.799,12.7,3.7,0.7,2.5,3.2,2.6,25.5
LaPhonso Ellis,13.0,15.9,0.4,-2.4,SF,1.9,0.46,0.631,4.3,0.8,0.5,0.6,1.1,3.0,7.1
Michael Finley,8.0,23.9,-1.2,1.1,SF,3.2,0.491,0.837,5.2,3.3,0.9,0.4,1.7,2.1,20.6
Derek Fisher,8.0,17.6,0.0,1.1,PG,5.0,0.41,0.847,2.1,2.6,0.9,0.1,0.9,1.7,11.2
Marcus Fizer,11.9,25.9,-1.8,-3.0,PF,0.5,0.451,0.668,5.6,1.6,0.6,0.3,1.7,2.4,12.3
Danny Fortson,15.7,19.3,-1.8,-2.0,PF,0.1,0.429,0.795,11.7,1.6,0.6,0.2,2.1,3.3,11.2
Jeff Foster,14.3,14.0,0.3,-1.4,C,0.2,0.462,0.61,6.8,0.9,0.9,0.5,1.0,2.8,5.7
Rick Fox,17.0,15.2,0.6,-0.7,SF,2.5,0.479,0.824,4.7,3.5,0.8,0.3,1.6,3.0,7.9
Adonal Foyle,15.1,14.2,1.0,-2.1,C,0.0,0.444,0.398,4.9,0.5,0.5,2.1,1.0,2.3,4.8
Steve Francis,15.6,28.0,-0.8,1.7,PG,3.7,0.442,0.773,7.0,6.4,1.2,0.4,3.9,3.0,21.6
Kevin Garnett*,12.5,26.0,1.8,6.8,PF,1.4,0.484,0.801,12.1,5.2,1.2,1.6,2.8,2.3,21.2
Pat Garrity,7.8,16.1,-0.8,-0.6,PF,5.0,0.426,0.836,4.2,1.2,0.8,0.4,0.9,2.9,11.1
Pau Gasol,15.0,22.6,0.2,1.7,PF,0.1,0.519,0.709,8.9,2.7,0.5,2.1,2.7,2.4,17.6
Devean George,10.2,16.4,1.0,0.3,SF,2.2,0.432,0.675,3.7,1.4,0.9,0.5,0.8,2.3,7.1
Kendall Gill,10.9,17.1,0.9,-3.8,SG,0.7,0.413,0.677,2.8,1.5,0.7,0.1,0.8,2.2,5.7
Dion Glover,13.2,22.6,-0.7,-1.9,SG,1.7,0.444,0.757,3.1,1.5,0.8,0.3,1.4,1.6,8.9
Brian Grant,15.6,16.6,0.7,-1.1,PF,0.0,0.47,0.849,8.0,1.9,0.7,0.4,1.7,3.3,9.3
Horace Grant,8.3,12.5,-0.1,0.0,C,0.0,0.513,0.721,6.3,1.4,0.8,0.6,0.7,1.6,8.0
Adrian Griffin,9.9,13.8,1.6,1.3,SG,0.9,0.534,0.837,3.9,1.8,1.3,0.2,0.7,2.4,7.2
Eddie Griffin,6.3,18.4,-0.6,-0.9,PF,3.7,0.392,0.744,5.7,0.7,0.2,1.8,0.6,1.6,8.8
Tom Gugliotta,16.1,15.0,1.1,-2.2,PF,0.2,0.425,0.757,5.0,1.8,0.9,0.7,1.4,2.6,6.5
Darvin Ham,23.8,13.5,-0.3,-3.6,SF,0.1,0.583,0.504,2.9,1.0,0.4,0.5,1.2,2.5,4.3
Richard Hamilton,9.7,28.6,-2.4,-0.9,SG,0.7,0.438,0.89,3.4,2.7,0.6,0.2,2.1,2.2,20.0
Anfernee Hardaway,15.7,21.9,0.8,-0.4,SG,1.0,0.432,0.81,4.4,4.1,1.5,0.4,2.4,2.3,12.0
Tim Hardaway*,14.3,21.8,-1.6,-0.5,PG,5.2,0.387,0.794,1.8,4.1,0.8,0.1,1.6,1.6,9.6
Matt Harpring,12.0,19.1,-0.3,-0.8,SF,0.9,0.475,0.743,7.1,1.3,0.9,0.1,1.6,2.5,11.8
Al Harrington,12.5,21.6,-0.4,-1.9,PF,0.1,0.476,0.799,6.3,1.2,0.9,0.5,1.8,3.8,13.1
Othella Harrington,15.3,18.5,-0.4,-2.9,PF,0.0,0.529,0.709,4.5,0.5,0.4,0.5,1.2,3.2,7.7
Lucious Harris,9.1,19.3,0.6,1.4,SG,1.6,0.489,0.842,2.8,1.6,0.7,0.1,0.8,1.3,9.1
Trenton Hassell,13.0,16.0,-1.0,-2.7,SG,2.1,0.447,0.763,3.3,2.2,0.7,0.6,1.3,2.4,8.7
Brendan Haywood,14.6,12.4,0.5,-1.3,C,0.0,0.493,0.606,5.2,0.5,0.3,1.5,0.8,2.5,5.1
Fred Hoiberg,8.8,11.9,0.8,-0.9,SG,1.2,0.487,0.84,2.7,1.7,0.8,0.1,0.4,1.1,4.4
Robert Horry,14.5,12.8,2.4,3.5,PF,2.5,0.416,0.783,5.9,2.9,1.0,1.1,1.1,2.6,6.8
Eddie House,12.8,24.3,0.1,-1.4,PG,2.5,0.422,0.857,1.7,1.9,0.7,0.1,1.3,1.5,8.0
Allan Houston,10.5,25.9,-1.4,-0.1,SG,4.5,0.452,0.87,3.3,2.5,0.7,0.1,2.2,2.4,20.4
Juwan Howard,11.6,22.3,-1.4,-1.3,PF,0.0,0.461,0.761,7.6,2.1,0.6,0.6,1.9,3.3,14.6
Troy Hudson,15.3,25.8,-2.0,-1.8,PG,2.3,0.459,0.876,1.8,3.1,0.7,0.1,2.0,1.5,11.7
Larry Hughes,15.6,22.5,-0.1,0.3,SG,1.3,0.453,0.737,3.4,4.3,1.5,0.3,2.3,2.1,12.3
Lindsey Hunter,9.8,15.6,0.7,-1.5,PG,2.5,0.383,0.5,1.5,1.6,0.8,0.2,0.7,1.5,5.8
Zydrunas Ilgauskas,12.0,27.0,-1.6,-2.9,C,0.1,0.429,0.754,5.4,1.1,0.3,1.4,1.5,3.0,11.1
Allen Iverson*,11.0,37.8,0.8,4.8,SG,4.5,0.419,0.812,4.5,5.5,2.8,0.2,4.0,1.7,31.4
Bobby Jackson,10.0,23.1,0.4,2.1,PG,2.7,0.477,0.81,3.1,2.0,0.9,0.1,1.1,1.8,11.1
Jim Jackson,15.5,17.8,0.6,-1.0,SF,1.5,0.438,0.862,5.3,2.5,0.8,0.3,1.9,2.6,10.7
Mark Jackson,19.0,15.6,-0.1,1.6,PG,2.4,0.456,0.791,3.8,7.4,0.9,0.0,1.8,2.0,8.4
Antawn Jamison,9.3,24.0,-2.1,0.2,SF,2.6,0.469,0.734,6.8,2.0,0.9,0.5,2.0,2.3,19.7
Richard Jefferson,13.1,19.1,0.9,-0.4,SF,0.7,0.48,0.713,3.7,1.8,0.8,0.6,1.4,2.7,9.4
Avery Johnson,13.1,19.2,-1.4,0.0,PG,0.1,0.485,0.742,1.0,4.2,0.6,0.1,1.1,1.3,7.9
DerMarr Johnson,14.8,18.0,0.0,-1.3,SF,3.4,0.427,0.81,3.4,1.1,0.9,0.8,1.4,2.3,8.4
Ervin Johnson,19.0,7.7,-0.1,-3.5,C,0.0,0.464,0.455,5.8,0.3,0.5,1.0,0.6,2.7,2.6
Joe Johnson,10.5,16.0,0.5,-0.7,SG,1.7,0.469,0.774,3.3,2.3,0.8,0.3,0.9,1.5,7.5
Damon Jones,16.4,16.1,-1.0,-1.7,PG,2.8,0.459,0.729,1.5,2.1,0.3,0.0,0.9,1.2,5.1
Eddie Jones,9.9,22.7,1.7,3.9,SG,4.7,0.451,0.837,4.7,3.2,1.4,1.0,1.8,3.2,18.3
Jumaine Jones,10.5,16.1,-0.2,-0.6,PF,2.1,0.498,0.662,6.0,1.4,0.9,0.6,1.0,2.3,8.3
Popeye Jones,13.5,15.7,-0.8,-1.3,PF,0.1,0.439,0.815,7.3,1.6,0.6,0.2,1.1,2.6,7.0
Michael Jordan*,9.9,36.0,-0.1,3.1,SF,0.9,0.426,0.79,5.7,5.2,1.4,0.4,2.7,2.0,22.9
Shawn Kemp,14.8,20.2,0.2,-3.7,PF,0.1,0.434,0.794,3.8,0.7,0.6,0.4,1.1,2.5,6.1
Jason Kidd*,18.7,22.5,1.5,4.5,PG,4.4,0.424,0.814,7.3,9.9,2.1,0.2,3.5,1.7,14.7
Andrei Kirilenko,11.9,19.0,1.9,3.7,SF,1.2,0.488,0.768,4.9,1.1,1.4,1.9,1.3,1.9,10.7
Kerry Kittles,9.7,19.4,1.4,2.6,SG,3.0,0.487,0.744,3.4,2.6,1.6,0.4,1.3,1.3,13.4
Brevin Knight,22.4,19.6,0.9,-1.0,PG,0.2,0.426,0.757,2.1,5.7,1.5,0.1,2.1,2.5,7.0
Toni Kukoč*,16.5,20.7,-0.5,0.0,SF,2.9,0.474,0.712,3.7,3.6,0.8,0.3,1.9,1.5,9.9
Christian Laettner,17.7,15.4,1.1,0.5,PF,0.2,0.472,0.868,5.3,2.6,1.1,0.4,1.5,2.3,7.1
Raef LaFrentz,8.7,19.8,0.8,1.8,C,3.4,0.486,0.695,7.4,1.1,0.7,2.7,1.2,3.6,13.5
Voshon Lenard,10.0,24.5,-0.8,0.1,SG,3.4,0.427,0.783,2.6,1.8,0.8,0.4,1.3,1.5,11.5
